ANO_APLICACAO;CO_POSICAO;SG_AREA;CO_ITEM;TX_GABARITO;CO_HABILIDADE;IN_ITEM_ABAN;TX_MOTIVO_ABAN;NU_PARAM_A;NU_PARAM_B;NU_PARAM_C;TX_COR;CO_PROVA;TP_LINGUA;IN_ITEM_ADAPTADO;TP_VERSAO_DIGITAL;TP_APLICACAO;REF_ARQUIVO_PDF;DESC_ENUNCIADO;DESC_ALTER_A;DESC_ALTER_B;DESC_ALTER_C;DESC_ALTER_D;DESC_ALTER_E;IN_ITEM_IMAGEM
2015;172;MT;38013;D;17;0;;1.2254;0.80613;0.17857;Amarelo;243;;0;;REGULAR;Caderno5_Amarelo_Dom.pdf;Alguns exames médicos requerem uma ingestão de água maior do que a habitual. Por recomendação médica, antes do horário do exame, uma paciente deveria ingerir 1 copo de água de 150 mililitros a cada meia hora, durante as 10 horas que antecederiam um exame. A paciente foi a um supermercado comprar água e verificou que havia garrafas dos seguintes tipos: \bullet Garrafa I: 0,15 litro \bullet Garrafa II: 0,30 litro \bullet Garrafa III: 0,75 litro \bullet Garrafa IV: 1,50 litro \bullet Garrafa V: 3,00 litros A paciente decidiu comprar duas garrafas do mesmo tipo, procurando atender à recomendação médica e, ainda, de modo a consumir todo o líquido das duas garrafas antes do exame. Qual o tipo de garrafa escolhida pela paciente?;I;II;III;IV;V;0
2015;136;MT;38545;D;23;0;;2.00377;3.51933;0.20374;Amarelo;243;;0;;REGULAR;Caderno5_Amarelo_Dom.pdf;Um estudante está pesquisando o desenvolvimento de certo tipo de bactéria. Para essa pesquisa, ele utiliza uma estufa para armazenar as bactérias. A temperatura no interior dessa estufa, em graus Celsius, é dada pela expressão T(h) = - h^{2} + 22h - 85, em que h representa as horas do dia. Sabe-se que o número de bactérias é o maior possível quando a estufa atinge sua temperatura máxima e, nesse momento, ele deve retirá-las da estufa. A tabela associa intervalos de temperatura, em graus Celsius, com as classificações: muito baixa, baixa, média, alta e muito alta. Intervalos de temperatura (^\circC) Classificação T < 0 Muito baixa 0 < T < 17 Baixa 17 < T < 30 Média 30 < T < 43 Alta T > 43 Muito alta Quando o estudante obtém o maior número possível de bactérias, a temperatura no interior da estufa está classificada como;muito baixa.;baixa.;média.;alta.;muito alta.;0
2015;166;MT;38852;B;29;0;;1.65509;2.78727;0.08102;Amarelo;243;;0;;REGULAR;Caderno5_Amarelo_Dom.pdf;Um concurso é composto por cinco etapas. Cada etapa vale 100 pontos. A pontuação final de cada candidato é a média de suas notas nas cinco etapas. A classificação obedece j ordem decrescente das pontuações finais. O critério de desempate baseia-se na maior pontuação na quinta etapa. Média nas quatro Pontuação na Candidato primeiras etapas quinta etapa $\frac{A}{B} \frac{60}{85}$ $\frac{C}{D} \frac{95}{90}$ E 60 100 A ordem de classificação final desse concurso é;A, B, C, E, D.;B, A, C, E, D.;C, B, E, A, D.;C, B, E, D, A.;E, C, D, B, A.;0
2015;179;MT;39806;C;14;0;;2.62877;2.01353;0.11918;Amarelo;243;;0;;REGULAR;Caderno5_Amarelo_Dom.pdf;Uma fábrica de sorvetes utiliza embalagens plásticas no formato de paralelepípedo retangular reto. Internamente, a embalagem tem 10 cm de altura e base de 20 cm por 10 cm. No processo de confecção do sorvete, uma mistura é colocada na embalagem no estado líquido e, quando levada ao congelador, tem seu volume aumentado em 25%, ficando com consistência cremosa. Inicialmente é colocada na embalagem uma mistura sabor chocolate com volume de 1 000 cm^{3} e, após essa mistura ficar cremosa, será adicionada uma mistura sabor morango, de modo que, ao final do processo de congelamento, a embalagem fique completamente preenchida com sorvete, sem transbordar. O volume máximo, em cm^3, da mistura sabor morango que deverá ser colocado na embalagem é;450.;500.;600.;750.;1 000.;0
2015;169;MT;39817;C;1;0;;1.76491;1.26471;0.11821;Amarelo;243;;0;;REGULAR;Caderno5_Amarelo_Dom.pdf;"Deseja-se comprar lentes para óculos. As lentes devem ter espessuras mais próximas possíveis da medida 3 mm. No estoque de uma loja, há lentes de espessuras: 3,10 mm; 3,021 mm; 2,96 mm; 2,099 mm e 3,07 mm. Se as lentes forem adquiridas nessa loja, a espessura escolhida será, em milímetros, de";2,099.;2,96.;3,021.;3,07.;3,10.;0
2015;176;MT;40302;D;22;0;;0.79707;5.35024;0.16493;Amarelo;243;;0;;REGULAR;Caderno5_Amarelo_Dom.pdf;Segundo o Instituto Brasileiro de Geografia e Estatística (IBGE), produtos sazonais são aqueles que apresentam ciclos bem definidos de produção, consumo e preço. Resumidamente, existem épocas do ano em que a sua disponibilidade nos mercados varejistas ora é escassa, com preços elevados, ora é abundante, com preços mais baixos, o que ocorre no mês de produção máxima da safra. A partir de uma série histórica, observou-se que o preço P, em reais, do quilograma de um certo produto sazonal pode ser descrito pela função P(x) = 8 + 5cos $\frac{\pix - \pi}{6}$ , onde x representa o mês do ano, sendo x = 1 associado ao mês de janeiro, x = 2 ao mês de fevereiro, e assim sucessivamente, até x = 12 associado ao mês de dezembro. Disponível em: www.ibge.gov.br. Acesso em: 2 ago. 2012 (adaptado). Na safra, o mês de produção máxima desse produto é;janeiro.;abril.;junho.;julho.;outubro.;0
2015;154;MT;54184;B;23;0;;1.76806;1.06274;0.21458;Amarelo;243;;0;;REGULAR;Caderno5_Amarelo_Dom.pdf;A expressão “Fórmula de Young´ é utilizada para calcular a dose infantil de um medicamento, dada a dose do adulto: (^{idade da criança (em anos)} )^{ dose do adulto} · idade da criança (em anos) + 12 Uma enfermeira deve administrar um medicamento X a uma criança inconsciente, cuja dosagem de adulto é de 60 mg. A enfermeira não consegue descobrir onde está registrada a idade da criança no prontuário, mas identifica que, algumas horas antes, foi administrada a ela uma dose de 14 mg de um medicamento Y, cuja dosagem de adulto é 42 mg. Sabe-se que a dose da medicação Y administrada à criança estava correta. Então, a enfermeira deverá ministrar uma dosagem do medicamento X, em miligramas, igual a;15.;20.;30.;36.;40.;0
2015;174;MT;60078;E;10;0;;1.77201;1.70467;0.12269;Amarelo;243;;0;;REGULAR;Caderno5_Amarelo_Dom.pdf;Para economizar em suas contas mensais de água, uma família de 10 pessoas deseja construir um reservatório para armazenar a água captada das chuvas, que tenha capacidade suficiente para abastecer a família por 20 dias. Cada pessoa da família consome, diariamente, 0,08 m^{3} de água. Para que os objetivos da família sejam atingidos, a capacidade mínima, em litros, do reservatório a ser construído deve ser;16.;800.;1 600.;8 000.;16 000.;0
2015;158;MT;79233;A;30;0;;1.49081;4.5172;0.09464;Amarelo;243;;0;;REGULAR;Caderno5_Amarelo_Dom.pdf;O HPV é uma doença sexualmente transmissível. Uma vacina com eficácia de 98% foi criada com o objetivo de prevenir a infecção por HPV e, dessa forma, reduzir o número de pessoas que venham a desenvolver câncer de colo de útero. Uma campanha de vacinação foi lançada em 2014 pelo SUS, para um público-alvo de meninas de 11 a 13 anos de idade. Considera-se que, em uma população não vacinada, o HPV acomete 50% desse público ao longo de suas vidas. Em certo município, a equipe coordenadora da campanha decidiu vacinar meninas entre 11 e 13 anos de idade em quantidade suficiente para que a probabilidade de uma menina nessa faixa etária, escolhida ao acaso, vir a desenvolver essa doença seja, no máximo, de 5,9%. Houve cinco propostas de cobertura, de modo a atingir essa meta: Proposta I: vacinação de 90% do público-alvo. Proposta II: vacinação de 55,8% do público-alvo. Proposta III: vacinação de 88,2% do público-alvo. Proposta IV: vacinação de 49% do público-alvo. Proposta V: vacinação de 95,9% do público-alvo. Para diminuir os custos, a proposta escolhida deveria ser também aquela que vacinasse a menor quantidade possível de pessoas. Disponível em: www.virushpv.com.br. Acesso em: 30 ago. 2014 (adaptado). A proposta implementada foi a de número;I.;II.;III.;IV.;V.;0
2015;140;MT;81583;A;9;0;;1.33762;2.31697;0.20623;Amarelo;243;;0;;REGULAR;Caderno5_Amarelo_Dom.pdf;O tampo de vidro de uma mesa quebrou-se e deverá ser substituído por outro que tenha a forma de círculo. O suporte de apoio da mesa tem o formato de um prisma reto, de base em forma de triângulo equilátero com lados medindo 30 cm. Uma loja comercializa cinco tipos de tampos de vidro circulares com cortes já padronizados, cujos raios medem 18 cm, 26 cm, 30 cm, 35 cm e 60 cm. O proprietário da mesa deseja adquirir nessa loja o tampo de menor dikmetro que seja suficiente para cobrir a base superior do suporte da mesa. Considere 1,7 como aproximação para ¥3 . O tampo a ser escolhido será aquele cujo raio, em centímetros, é igual a;18.;26.;30.;35.;60.;0
2015;175;MT;82955;E;29;0;;0.78524;3.80554;0.1831;Amarelo;243;;0;;REGULAR;Caderno5_Amarelo_Dom.pdf;"Uma competição esportiva envolveu 20 equipes com 10 atletas cada. Uma denúncia à organização dizia que um dos atletas havia utilizado substância proibida. Os organizadores, então, decidiram fazer um exame antidoping. Foram propostos três modos diferentes para escolher os atletas que irão realizá-lo: Modo I: sortear três atletas dentre todos os participantes; Modo II: sortear primeiro uma das equipes e, desta, sortear três atletas; Modo III: sortear primeiro três equipes e, então, sortear um atleta de cada uma dessas três equipes. Considere que todos os atletas têm igual probabilidade de serem sorteados e que P(I), P(II) e P(III) sejam as probabilidades de o atleta que utilizou a substância proibida seja um dos escolhidos para o exame no caso do sorteio ser feito pelo modo I, II ou III. Comparando-se essas probabilidades, obtém-se";P(I) < P(III) < P(II);P(II) < P(I) < P(III);P(I) < P(II) = P(III);P(I) = P(II) < P(III);P(I) = P(II) = P(III);0
2015;157;MT;83917;A;18;0;;0.32005;6.3679;0.15202;Amarelo;243;;0;;REGULAR;Caderno5_Amarelo_Dom.pdf;Uma padaria vende, em média, 100 pães especiais por dia e arrecada com essas vendas, em média, R$ 300,00. Constatou-se que a quantidade de pães especiais vendidos diariamente aumenta, caso o preço seja reduzido, de acordo com a equação q = 400 – 100p, na qual q representa a quantidade de pães especiais vendidos diariamente e p, o seu preço em reais. A fim de aumentar o fluxo de clientes, o gerente da padaria decidiu fazer uma promoção. Para tanto, modificará o preço do pão especial de modo que a quantidade a ser vendida diariamente seja a maior possível, sem diminuir a média de arrecadação diária na venda desse produto. O preço p, em reais, do pão especial nessa promoção deverá estar no intervalo;R$ 0,50 δ p - R$ 1,50;R$ 1,50 δ p - R$ 2,50;R$ 2,50 δ p - R$ 3,50;R$ 3,50 δ p - R$ 4,50;R$ 4,50 δ p - R$ 5,50;0
2016;136;MT;24145;B;24;0;;1.33089;-0.50415;0.18694;AMARELA;347;;0;;REAPLICACAO_PPL;CAD_ENEM_2016_DIA_2_05_AMARELO_2.pdf;O quadro apresenta a ordem de colocação dos seis primeiros países em um dia de disputa nas Olimpíadas. A ordenação é feita de acordo com as quantidades de medalhas de ouro, prata e bronze, respectivamente. País Ouro Prata Bronze Total 1º China $\frac{9}{5}\frac{5}{7}\frac{3}{4}\frac{17}{16}$ 2º EUA 3º França $\frac{3}{3}\frac{1}{2}\frac{3}{2}\frac{7}{7}$ 4º Argentina 5º Itália $\frac{2}{2}\frac{6}{5}\frac{2}{3}\frac{10}{10}$ 6º Brasil Se as medalhas obtidas por Brasil e Argentina fossem reunidas para formar um único país hipotético, qual a posição ocupada por esse país?;1ª;2ª;3ª;4ª;5ª;0
2016;139;MT;43030;D;17;0;;1.6351;1.82886;0.16743;AMARELA;347;;0;;REAPLICACAO_PPL;CAD_ENEM_2016_DIA_2_05_AMARELO_2.pdf;Um clube tem um campo de futebol com área total de 8 000 m^{2}, correspondente ao gramado. Usualmente, a poda da grama desse campo é feita por duas máquinas do clube próprias para o serviço. Trabalhando no mesmo ritmo, as duas máquinas podam juntas 200 m^{2} por hora. Por motivo de urgência na realização de uma partida de futebol, o administrador do campo precisará solicitar ao clube vizinho máquinas iguais às suas para fazer o serviço de poda em um tempo máximo de 5 h. Utilizando as duas máquinas que o clube já possui, qual o número mínimo de máquinas que o administrador do campo deverá solicitar ao clube vizinho?;4;6;8;14;16;0
2016;141;MT;26643;D;23;0;;2.23177;1.65467;0.18839;AMARELA;347;;0;;REAPLICACAO_PPL;CAD_ENEM_2016_DIA_2_05_AMARELO_2.pdf;O governo de uma cidade está preocupado com a possível epidemia de uma doença infectocontagiosa causada por bactéria. Para decidir que medidas tomar, deve calcular a velocidade de reprodução da bactéria. Em experiências laboratoriais de uma cultura bacteriana, inicialmente com 40 mil unidades, obteve-se a fórmula para a população: ._{ 2}^{3 t} em que t é o tempo, em hora, e p(t) é a população, em milhares de bactérias. Em relação à quantidade inicial de bactérias, após 20 min, a população será;reduzida a um terço.;reduzida à metade.;reduzida a dois terços.;duplicada.;triplicada.;0
2016;142;MT;32844;E;30;0;;1.6732;1.69784;0.12276;AMARELA;347;;0;;REAPLICACAO_PPL;CAD_ENEM_2016_DIA_2_05_AMARELO_2.pdf;Um vendedor de assinaturas de TV a cabo teve, nos 7 primeiros meses do ano, uma média mensal de 84 assinaturas vendidas. Devido a uma reestruturação da empresa, foi exigido que todos os vendedores tivessem, ao final do ano, uma média mensal de 99 assinaturas vendidas. Diante disso, o vendedor se viu forçado a aumentar sua média mensal de vendas nos 5 meses restantes do ano. Qual deverá ser a média mensal de vendas do vendedor, nos próximos 5 meses, para que ele possa cumprir a exigência da sua empresa?;91;105;114;118;120;0
2016;143;MT;32680;B;11;0;;2.00575;1.90188;0.07291;AMARELA;347;;0;;REAPLICACAO_PPL;CAD_ENEM_2016_DIA_2_05_AMARELO_2.pdf;Num mapa com escala 1 : 250 000, a distância entre as cidades A e B é de 13 cm. Num outro mapa, com escala 1 : 300 000, a distância entre as cidades A e C é de 10 cm. Em um terceiro mapa, com escala 1 : 500 000, a distância entre as cidades A e D é de 9 cm. As distâncias reais entre a cidade A e as cidades B, C e D são, respectivamente, iguais a X, Y e Z (na mesma unidade de comprimento). As distâncias X, Y e Z, em ordem crescente, estão dadas em;X , Y , Z.;Y , X , Z.;Y , Z , X.;Z , X , Y.;Z , Y , X.;0
2016;144;MT;40054;B;18;0;;2.51409;1.79728;0.21198;AMARELA;347;;0;;REAPLICACAO_PPL;CAD_ENEM_2016_DIA_2_05_AMARELO_2.pdf;Um banco de sangue recebe 450 mL de sangue de cada doador. Após separar o plasma sanguíneo das hemácias, o primeiro é armazenado em bolsas de 250 mL de capacidade. O banco de sangue aluga refrigeradores de uma empresa para estocagem das bolsas de plasma, segundo a sua necessidade. Cada refrigerador tem uma capacidade de estocagem de 50 bolsas. Ao longo de uma semana, 100 pessoas doaram sangue àquele banco. Admita que, de cada 60 mL de sangue, extraem-se 40 mL de plasma. O número mínimo de congeladores que o banco precisou alugar, para estocar todas as bolsas de plasma dessa semana, foi;2.;3.;4.;6.;8.;0
2016;145;MT;10052;D;21;0;;0.86661;3.92011;186;AMARELA;304;;0;;REGULAR;CAD_ENEM_2016_DIA_2_05_AMARELO.pdf;Uma liga metálica sai do forno a uma temperatura de 3 000 ^\circC e diminui 1% de sua temperatura a cada 30 min. Use 0,477 como aproximação para \log (3) e 1,041 como aproximação para \log (11). O tempo decorrido, em hora, até que a liga atinja 30 ^\circC é mais próximo de;22.;50.;100.;200.;400.;0
2016;146;MT;29299;E;9;0;;4.48188;1.9328;0.13135;AMARELA;347;;0;;REAPLICACAO_PPL;CAD_ENEM_2016_DIA_2_05_AMARELO_2.pdf;Uma indústria de perfumes embala seus produtos, atualmente, em frascos esféricos de raio R, com volume dado por ^{$\frac{4}{3}$}\pi.(R)^{3}. Observou-se que haverá redução de custos se forem utilizados frascos cilíndricos com raio da base $\frac{R}{3}$, cujo volume será dado por \pi^{⎛}_{⎜}^{$\frac{R}{3}$ ⎞}_{⎟} . h, sendo h a altura da nova ⎝ ⎠ embalagem. Para que seja mantida a mesma capacidade do frasco esférico, a altura do frasco cilíndrico (em termos de R) deverá ser igual a;2R.;4R.;6R.;9R.;12R.;0
2016;147;MT;49022;B;22;0;;2.82505;1.81662;0.22125;AMARELA;347;;0;;REAPLICACAO_PPL;CAD_ENEM_2016_DIA_2_05_AMARELO_2.pdf;Para evitar uma epidemia, a Secretaria de Saúde de uma cidade dedetizou todos os bairros, de modo a evitar a proliferação do mosquito da dengue. Sabe-se que o número f de infectados é dado pela função f(t) -2t^2 120t (em que t é expresso em dia e t 0 é o dia anterior à primeira infecção) e que tal expressão é válida para os 60 primeiros dias da epidemia. A Secretaria de Saúde decidiu que uma segunda dedetização deveria ser feita no dia em que o número de infectados chegasse à marca de 1 600 pessoas, e uma segunda dedetização precisou acontecer. A segunda dedetização começou no;19º dia.;20º dia.;29º dia.;30º dia.;60º dia.;0
